Uniqid,Category,Startdate,Starttime,Endtime,Cheetos Crunchy,Cheetos Crunchy Flamin' Hot,Cheetos Puffs,Chesters Flamin' Hot Fries,Doritos Cool Ranch,Doritos Jacked Smoky Chipotle BBQ,Doritos Nacho Cheese,Doritos Spicy Sweet Chili,Fritos Bar-B-Q,Fritos Chili Cheese,Fritos Flavor Twists Honey BBQ,Fritos The Original,Funyuns The Original,Lay's Baked Original,Lay's Barbecue,Lay's Classic,Lay's Dill Pickle,Lay's Garden Tomato and Basil,Lay's Kettle Cooked Mesquite BBQ,Lay's Kettle Cooked Original,Lay's Salt and Vinegar,Lay's Sour Cream and Onion,Lay's Sweet Southern Heat BBQ,Ruffles Cheddar and Sour Cream,Ruffles Sour Cream and Onion,Smartfood Popcorn White Cheddar,Sunchips French Onion,Sunchips Harvest Cheddar,Doritos Spicy Nacho,Comment
1495,2,10/4/13,10:49:46,10:53:54,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,
1495,3,10/4/13,10:49:46,10:53:54,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
1495,4,10/4/13,10:49:46,10:53:54,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,
1495,5,10/4/13,10:49:46,10:53:54,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1496,1,10/4/13,10:52:56,10:55:23,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,
1496,2,10/4/13,10:52:56,10:55:23,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,
1496,3,10/4/13,10:52:56,10:55:23,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,
1496,4,10/4/13,10:52:56,10:55:23,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
1497,1,10/4/13,10:53:01,11:00:10,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
1497,2,10/4/13,10:53:01,11:00:10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
1497,3,10/4/13,10:53:01,11:00:10,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,
1497,4,10/4/13,10:53:01,11:00:10,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
1497,5,10/4/13,10:53:01,11:00:10,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,
1497,6,10/4/13,10:53:01,11:00:10,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,
1498,1,10/4/13,12:00:06,12:02:22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,
1498,2,10/4/13,12:00:06,12:02:22,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1498,3,10/4/13,12:00:06,12:02:22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,
1498,4,10/4/13,12:00:06,12:02:22,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,
1499,1,10/4/13,12:01:46,12:03:17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,0,
1499,2,10/4/13,12:01:46,12:03:17,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,
1499,3,10/4/13,12:01:46,12:03:17,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,
1501,1,10/4/13,12:06:09,12:08:59,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,
1501,2,10/4/13,12:06:09,12:08:59,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1501,3,10/4/13,12:06:09,12:08:59,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,
1502,1,10/4/13,12:14:05,12:18:13,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
1502,2,10/4/13,12:14:05,12:18:13,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,
1502,3,10/4/13,12:14:05,12:18:13,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,
1502,4,10/4/13,12:14:05,12:18:13,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
1502,5,10/4/13,12:14:05,12:18:13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,
1503,1,10/4/13,13:18:23,13:20:25,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,
1503,2,10/4/13,13:18:23,13:20:25,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,
1503,3,10/4/13,13:18:23,13:20:25,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,1,
1504,1,10/4/13,13:18:32,13:20:40,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,
1504,2,10/4/13,13:18:32,13:20:40,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,
1504,3,10/4/13,13:18:32,13:20:40,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,
1505,1,10/4/13,13:18:30,13:20:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,
1505,2,10/4/13,13:18:30,13:20:45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,
1505,3,10/4/13,13:18:30,13:20:45,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,
1505,4,10/4/13,13:18:30,13:20:45,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,
1506,1,10/4/13,13:18:48,13:20:50,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,
1506,2,10/4/13,13:18:48,13:20:50,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,
1506,3,10/4/13,13:18:48,13:20:50,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
1506,4,10/4/13,13:18:48,13:20:50,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1506,5,10/4/13,13:18:48,13:20:50,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
1507,1,10/4/13,13:18:39,13:21:17,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,
1507,2,10/4/13,13:18:39,13:21:17,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,
1507,3,10/4/13,13:18:39,13:21:17,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,
1508,1,10/4/13,13:19:26,13:22:16,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,
1508,2,10/4/13,13:19:26,13:22:16,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
1508,3,10/4/13,13:19:26,13:22:16,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,
1509,3,10/4/13,13:18:15,13:22:18,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,
1509,4,10/4/13,13:18:15,13:22:18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
1510,1,10/4/13,13:18:45,13:22:28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,
1510,2,10/4/13,13:18:45,13:22:28,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,
1510,3,10/4/13,13:18:45,13:22:28,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,
1510,4,10/4/13,13:18:45,13:22:28,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
1510,5,10/4/13,13:18:45,13:22:28,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,
1511,1,10/4/13,13:19:57,13:22:47,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,
1511,2,10/4/13,13:19:57,13:22:47,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,
1511,3,10/4/13,13:19:57,13:22:47,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,
1511,4,10/4/13,13:19:57,13:22:47,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,
1512,1,10/4/13,13:19:17,13:23:04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,
1512,2,10/4/13,13:19:17,13:23:04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,
1512,3,10/4/13,13:19:17,13:23:04,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,
1512,4,10/4/13,13:19:17,13:23:04,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1512,5,10/4/13,13:19:17,13:23:04,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
1513,1,10/4/13,13:20:44,13:23:26,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,
1513,2,10/4/13,13:20:44,13:23:26,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,
1514,1,10/4/13,13:23:14,13:25:08,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,
1514,2,10/4/13,13:23:14,13:25:08,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,
1514,3,10/4/13,13:23:14,13:25:08,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
1514,4,10/4/13,13:23:14,13:25:08,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,
1516,1,10/4/13,14:28:25,14:31:18,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,
1516,2,10/4/13,14:28:25,14:31:18,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,
1516,3,10/4/13,14:28:25,14:31:18,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,
1516,4,10/4/13,14:28:25,14:31:18,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,
1517,1,10/4/13,14:29:28,14:31:20,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,
1517,2,10/4/13,14:29:28,14:31:20,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,
1518,1,10/4/13,14:29:47,14:31:40,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,
1518,2,10/4/13,14:29:47,14:31:40,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,
1518,3,10/4/13,14:29:47,14:31:40,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,
1519,1,10/4/13,14:29:28,14:31:42,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1519,2,10/4/13,14:29:28,14:31:42,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,
1519,3,10/4/13,14:29:28,14:31:42,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,
1519,4,10/4/13,14:29:28,14:31:42,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,
1520,1,10/4/13,14:33:20,14:36:00,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,
1520,2,10/4/13,14:33:20,14:36:00,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,
1520,3,10/4/13,14:33:20,14:36:00,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1520,4,10/4/13,14:33:20,14:36:00,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,
1521,1,10/4/13,14:36:50,14:39:22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,
1521,2,10/4/13,14:36:50,14:39:22,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,
1521,3,10/4/13,14:36:50,14:39:22,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,
1521,4,10/4/13,14:36:50,14:39:22,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,
1522,1,10/4/13,15:46:26,15:48:14,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,
1522,2,10/4/13,15:46:26,15:48:14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,
1522,3,10/4/13,15:46:26,15:48:14,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,
1523,1,10/4/13,15:45:18,15:49:28,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,
1523,2,10/4/13,15:45:18,15:49:28,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,
1523,3,10/4/13,15:45:18,15:49:28,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,
1523,4,10/4/13,15:45:18,15:49:28,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
1523,5,10/4/13,15:45:18,15:49:28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,
1524,1,10/4/13,15:46:50,15:50:14,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,
1524,2,10/4/13,15:46:50,15:50:14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1524,3,10/4/13,15:46:50,15:50:14,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,
1524,4,10/4/13,15:46:50,15:50:14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,
1524,5,10/4/13,15:46:50,15:50:14,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,
1525,1,10/4/13,15:46:50,15:51:04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,
1525,2,10/4/13,15:46:50,15:51:04,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1525,3,10/4/13,15:46:50,15:51:04,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1525,4,10/4/13,15:46:50,15:51:04,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
1525,5,10/4/13,15:46:50,15:51:04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,
1525,6,10/4/13,15:46:50,15:51:04,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,
1526,1,10/4/13,15:48:14,15:53:04,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,
1526,2,10/4/13,15:48:14,15:53:04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,
1526,3,10/4/13,15:48:14,15:53:04,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,
1526,4,10/4/13,15:48:14,15:53:04,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
1526,5,10/4/13,15:48:14,15:53:04,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
